"","album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity"
"182","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"Out Of This World","4BgOZRhJ47uUj9M6Wn9ZhX",0.556,0.654,"E",-11.033,"minor",0.0332,0.0284,0.64,0.387,0.625,79.95,402800,1,"E minor",31
"183","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"Watching Me Fall","3YtOBhaLD1iKS7EElRwNYV",0.37,0.832,"A",-3.106,"minor",0.037,0.000299,0.00032,0.146,0.321,79.944,672293,4,"A minor",23
"184","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"Where The Birds Always Sing","1r7OFjSjtT5mCeC29xZ4nY",0.512,0.776,"G",-7.085,"major",0.0392,0.0102,0.0237,0.0714,0.66,79.973,342773,4,"G major",22
"185","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"Maybe Someday","50hpyfKEhm7ozpvgV0ZAFE",0.366,0.908,"C",-4.224,"major",0.0407,0.148,0.00163,0.315,0.489,180.026,304947,4,"C major",34
"186","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"The Last Day Of Summer","589QTU4b7QS21hOMlYZJPe",0.537,0.811,"C",-6.08,"major",0.0283,0.0539,0.435,0.0903,0.435,149.877,335840,4,"C major",34
"187","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"There Is No If...","5opIqOJfQ0T6W6YoR57Yhm",0.623,0.498,"D",-9.545,"major",0.0325,0.511,0,0.354,0.439,94.9,222893,4,"D major",23
"188","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"The Loudest Sound","5ucMxhsDLGxDMecHaAIVds",0.579,0.736,"F",-6.839,"major",0.0239,0.0604,0.248,0.357,0.261,79.987,309107,4,"F major",21
"189","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"39","73fqvNjaQ71G90EyZiHisR",0.434,0.927,"C#",-3.389,"minor",0.041,0.00351,0.00891,0.185,0.265,89.995,437267,4,"C# minor",20
"190","5swgMRfWHhnsES6D65MyN1","Bloodflowers","https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59","2000-02-15","2000-02-15",31,"Bloodflowers","3kZqDL5CALwCmy5tChsJAa",0.508,0.77,"F#",-5.967,"minor",0.0355,0.0133,0.081,0.113,0.329,89.837,447293,4,"F# minor",23
"191","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Lost","0KNR8wZtIG11Q0QLH5XC7k",0.507,0.838,"G",-5.689,"major",0.0429,0.247,0.027,0.343,0.39,85.064,247507,4,"G major",23
"192","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Labyrinth","42l3B40ftS10C9FzWBAXoy",0.303,0.94,"G",-4.273,"major",0.0563,0.000501,0.116,0.184,0.482,189.923,314307,4,"G major",21
"193","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Before Three","4MwSTGmuOAFhnm3cSTC7vk",0.323,0.912,"G",-3.528,"major",0.0406,0.00202,0.000486,0.186,0.521,199.957,280253,4,"G major",21
"194","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"The End Of The World","3ondV5OnLF2ruqEQj7m8Q9",0.672,0.921,"C",-3.397,"major",0.0471,0.149,0,0.308,0.676,119.986,223760,4,"C major",35
"195","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Anniversary","5EqWooU2SjotZq4WqBplsE",0.544,0.836,"F#",-6.889,"minor",0.042,0.0438,0.175,0.0656,0.371,120.04,262933,4,"F# minor",19
"196","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Us Or Them","6kBgTdcRaTC7qWNzzDxZN6",0.359,0.978,"D",-2.969,"major",0.0885,0.0083,0.0155,0.331,0.412,180.167,249387,4,"D major",21
"197","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"alt.end","6aB6nRyqe5YyNANLHB9Tad",0.624,0.948,"E",-4.312,"minor",0.0446,0.168,0,0.217,0.588,115.028,270720,4,"E minor",22
"198","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"(I Don't Know What's Going) On","6V3be92JEsxYHmQNIauP2e",0.603,0.931,"D",-3.666,"major",0.0423,0.0398,0.00168,0.3,0.519,129.95,177720,4,"D major",19
"199","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Taking Off","1VJqidlmKQuOu1E90Bhjco",0.552,0.936,"E",-3.726,"minor",0.0466,0.0101,3.77e-05,0.378,0.472,140.012,199547,4,"E minor",19
"200","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"Never","4mK2zpbZndKOXs7opDojZ4",0.581,0.948,"F#",-2.161,"minor",0.0579,0.0109,3.57e-06,0.118,0.511,140.024,244933,4,"F# minor",17
"201","1YYbrkGIPNnqLEcoWEVcuu","The Cure","https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3","2004-06-28","2004-06-28",28,"The Promise","5LpNiPpQ9avVHNuj2O7c0o",0.339,0.932,"F",-3.92,"major",0.0473,0.000859,0.196,0.385,0.177,179.981,616520,3,"F major",0
"202","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"The Only One - Remix 4 by 30 Seconds To Mars","1AQIFLIffw8HooGkA0o9cR",0.579,0.855,"A",-4.765,"major",0.0889,0.356,0.000311,0.0784,0.545,117.5,263267,4,"A major",14
"203","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"Freakshow - Wolves At The Gate Remix by Jade Puget (AFI)","2kIggpGZ311DT8eaZy9SjU",0.589,0.919,"F#",-3.55,"minor",0.0762,0.00047,0.0217,0.102,0.543,144.983,195920,4,"F# minor",12
"204","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"Sleep When I'm Dead - Remix 4 by Gerard Way (MCR) and Julien-K","6NXLE6ERGw2gE3Ts64SdIj",0.721,0.873,"C",-4.811,"major",0.0936,0.0735,4.92e-05,0.612,0.739,140.049,241560,4,"C major",12
"205","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"The Perfect Boy - Remix 4 by Patrick Stump / Pete Wentz (FOB)","5IwF3OOJywWfWkw6DchBPc",0.77,0.776,"D",-5.076,"major",0.0333,0.0101,0,0.228,0.647,109.993,229480,4,"D major",11
"206","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"Exploding Head Syndrome - 4 Single Remix by 65 Days of Static","0OImicRA6FNUfqotlgDPVQ",0.326,0.743,"A",-9.124,"major",0.0488,0.0067,0.677,0.15,0.141,140.135,1286600,4,"A major",12
"207","2xlZyYNX6RCaNb5AylzHng","Hypnagogic States","https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab","2008-01-01","2008-01-01",11,"The Only One - Remix 65 by 65 Days Of Static","6pnkYwzToiYtPQUlXleudi",0.434,0.944,"D",-5.141,"major",0.13,0.00132,0.467,0.641,0.251,117.405,268347,4,"D major",0
"208","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"Underneath The Stars","0PKVjYlKw7z3IvKAoxrYTR",0.231,0.774,"A",-4.965,"major",0.0481,0.101,0.284,0.133,0.313,86.49,376587,5,"A major",41
"209","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Only One","6C2MCGgNdVmtrZMIh3rZVY",0.564,0.9,"D",-2.414,"major",0.0401,0.0558,0.00119,0.381,0.693,117.43,235360,4,"D major",35
"210","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Reasons Why","54hfkSqtxMnMxXCiiWY0H2",0.637,0.865,"C",-3.421,"major",0.0363,0.129,0.000158,0.186,0.584,124.997,275280,3,"C major",32
"211","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"Freakshow","1UeDWKZUL9DwOs8Pvl0WL7",0.584,0.926,"F#",-3.194,"minor",0.048,0.0145,0,0.223,0.869,145,148320,4,"F# minor",31
"212","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"Sirensong","4ahweDs8jaYxxKWSRIsfEU",0.489,0.689,"A",-4.467,"major",0.0351,0.543,0.000893,0.101,0.819,159.968,142440,3,"A major",30
"213","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Real Snow White","0PXKvR641HDgDp0wKddOsr",0.5,0.937,"A",-1.705,"minor",0.0321,0.0875,0.00183,0.0855,0.459,110.022,281947,4,"A minor",29
"214","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Hungry Ghost","7iMTdYhjRlTSdL7wa3g6Jl",0.571,0.906,"C#",-2.588,"minor",0.0404,0.0238,9.96e-05,0.104,0.483,109.966,269440,4,"C# minor",39
"215","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"Switch","6axz85zJUVBflBY00GNJ29",0.356,0.965,"E",-1.786,"minor",0.123,0.0175,0.396,0.674,0.44,134.771,222013,4,"E minor",27
"216","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Perfect Boy","3Z9f8WV7MRo8wRwPZJGqLt",0.677,0.724,"G",-4.997,"major",0.0306,0.388,0,0.0856,0.57,109.971,201160,4,"G major",30
"217","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"This. Here And Now. With You","6aMsrfnwi1i4Kkxha8ocgn",0.609,0.854,"D",-4.364,"major",0.0368,0.0159,0,0.166,0.435,117.546,246333,4,"D major",28
"218","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"Sleep When I'm Dead","0UZCGE8Uk1rmDRHqrGIVa9",0.49,0.97,"D",-1.677,"minor",0.133,0.075,0.000119,0.298,0.31,140.027,230960,4,"D minor",27
"219","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"The Scream","2xny3I6ciUZCu9Y0MSmPQ0",0.271,0.982,"B",-2.841,"major",0.248,0.0398,0.134,0.331,0.0447,120.014,275467,4,"B major",26
"220","0gd0t1iQ3WReB8TNQvALTV","4:13 Dream","https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37","2008-10-27","2008-10-27",38,"It's Over","7mlBdP3I1eCedzyn2sPFAR",0.391,0.998,"A",-1.378,"minor",0.168,0.0045,0.687,0.382,0.214,149.994,256840,4,"A minor",26
"221","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Plainsong - Bestival Live 2011","6ZxFEVJu73rkhuzeNNUD9i",0.175,0.689,"C",-7.967,"major",0.0421,0.0365,0.611,0.976,0.145,179.641,309123,4,"C major",9
"222","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Open - Bestival Live 2011","7aC2ff4XI2HTyutnbujWCR",0.579,0.948,"G",-5.502,"minor",0.0518,0.00574,0.0212,0.748,0.45,115.02,413566,4,"G minor",8
"223","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Fascination Street - Bestival Live 2011","219l8nBnR0qbf2TzGVEqXq",0.591,0.856,"G#",-5.578,"major",0.039,0.00284,0.449,0.969,0.55,105.007,298824,4,"G# major",9
"224","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"A Night Like This - Bestival Live 2011","389oaoZ3UrxSr8mM4Pcq1U",0.669,0.847,"F#",-5.924,"minor",0.0405,0.0933,0.00336,0.896,0.706,119.966,250313,4,"F# minor",15
"225","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"The End Of The World - Bestival Live 2011","1Vc0NsO4FIkMI2wPK3QrnP",0.596,0.898,"B",-5.413,"minor",0.0831,0.0403,0.000736,0.633,0.384,130.015,220546,4,"B minor",6
"226","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Lovesong - Bestival Live 2011","7yNozHPxwpYAib83iLz5N8",0.719,0.79,"A",-7.145,"minor",0.035,0.422,0.177,0.983,0.728,140.016,215299,4,"A minor",9
"227","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Just Like Heaven - Bestival Live 2011","0M7sb1EN2znge94SGmkxF2",0.583,0.909,"A",-5.875,"major",0.0479,0.0103,0.0464,0.962,0.399,150.016,227443,4,"A major",10
"228","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"The Only One - Bestival Live 2011","2IxoD90PwdWHuDSwIhvAVo",0.683,0.9,"A",-5.758,"major",0.0505,0.335,0.00134,0.831,0.599,117.577,254174,4,"A major",12
"229","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"The Walk - Bestival Live 2011","6CI5UFORi0IzN7ApP46NpD",0.712,0.886,"A",-6.442,"major",0.0453,0.0928,0.0275,0.997,0.579,129.955,211966,4,"A major",6
"230","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Push - Bestival Live 2011","3GlOUOZGzZBY41JS6UQKQo",0.586,0.904,"D",-6.199,"major",0.0472,0.0353,0.618,0.403,0.547,144.99,277836,4,"D major",6
"231","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Friday I'm In Love - Bestival Live 2011","2z5Wj1DHzStTPoD1zWLjCh",0.64,0.919,"D",-5.736,"major",0.0477,0.0373,0.00244,0.593,0.433,144.979,214028,4,"D major",8
"232","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Inbetween Days - Bestival Live 2011","59MMUkuR4SKTFNsPEYiIPT",0.583,0.888,"A",-6.25,"major",0.0521,0.0252,0.106,0.706,0.481,144.981,178783,4,"A major",7
"233","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Play For Today - Bestival Live 2011","5FgeFK7acaoir2XvOMWGKH",0.609,0.881,"B",-6.933,"minor",0.0373,0.0104,0.33,0.716,0.757,149.999,246221,4,"B minor",5
"234","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"A Forest - Bestival Live 2011","2L7piuuEZc9YTqiDxLewTk",0.589,0.756,"A",-7.224,"minor",0.0337,0.0705,0.721,0.69,0.383,75.009,395979,4,"A minor",8
"235","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Primary - Bestival Live 2011","4beICJKSG2s2on3yFWA4wp",0.558,0.911,"A",-5.384,"major",0.0494,0.0482,0.0443,0.988,0.628,154.939,260840,4,"A major",5
"236","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Shake Dog Shake - Bestival Live 2011","2Y4Anw9BshcLZS5g6qCAin",0.374,0.936,"F",-4.53,"major",0.0707,0.0197,0.00906,0.703,0.293,180.098,282324,4,"F major",5
"237","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"The Hungry Ghost - Bestival Live 2011","5T95SUInMI3W4ZTDBgpYcT",0.638,0.942,"A",-5.969,"major",0.0484,0.0717,0.018,0.761,0.489,109.991,288759,4,"A major",4
"238","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"One Hundred Years - Bestival Live 2011","2oTWKG6lL1ttVIerX4zZfT",0.482,0.843,"F#",-5.33,"major",0.0327,0.0102,0.153,0.988,0.124,132.22,410137,4,"F# major",4
"239","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"End - Bestival Live 2011","2qKZPC6KM7Uwwe83rLa63U",0.521,0.915,"A#",-4.563,"major",0.0323,0.00113,0.331,0.975,0.314,94.936,371030,4,"A# major",4
"240","1vKNVIrAtS7Dd1szQQtQNC","Bestival Live 2011","https://i.scdn.co/image/e3718869a04810002f39a5049569cdd9a0ba6cd1","2011-12-13","2011-12-13",16,"Disintegration - Bestival Live 2011","3ieYVdwa3qLlzFLmesOJGq",0.621,0.878,"C",-5.823,"major",0.05,0.0574,0.48,0.984,0.169,125.01,511615,4,"C major",5
